,text,start,duration,video_id
7003,에 놓기만 하면 되죠 자 그러면 요거,1539.85,5.88,ZDAO-ZzwZ9Q
7004,요거 요거 네다 일로 들어오게 짧은,1542.22,6.96,ZDAO-ZzwZ9Q
7005,x 제곱 y 제곱 io sexy,1545.73,5.67,ZDAO-ZzwZ9Q
7006,이렇게 들어오 거구요 그다음 여기는,1549.18,5.73,ZDAO-ZzwZ9Q
7007,제트 먹었으니까 - 2y 플러스 ex,1551.4,5.43,ZDAO-ZzwZ9Q
7008,등 요렇게 들어오겠죠 그럼 이제 크게,1554.91,5.25,ZDAO-ZzwZ9Q
7009,두 다 머리로 만들었는데 으 꼭,1556.83,5.55,ZDAO-ZzwZ9Q
7010,알아보니까 x - 와 의 제곱으로,1560.16,4.74,ZDAO-ZzwZ9Q
7011,인수분해 가 되는구나 라고 해 준다면,1562.38,4.73,ZDAO-ZzwZ9Q
7012,가만 보니 여기도 지금 보세 여러분,1564.9,6.72,ZDAO-ZzwZ9Q
7013,- 2 와 ex 가 둘다 일단 음료도,1567.11,6.73,ZDAO-ZzwZ9Q
7014,한번 묻기 잖아요 그럼 여기 이러한,1571.62,6.36,ZDAO-ZzwZ9Q
7015,번 빼주면 2 제트 회사 - y,1573.84,5.85,ZDAO-ZzwZ9Q
7016,플러스 x 으로 시험 정리 할 수,1577.98,3.51,ZDAO-ZzwZ9Q
7017,있겠죠 이제 튼 여기다 한번에 쓴거,1579.69,5.31,ZDAO-ZzwZ9Q
7018,여러분 그러면 x - y x - 와,1581.49,5.4,ZDAO-ZzwZ9Q
7019,의 공통인 것 보이시나요 야 그럼,1585.0,4.92,ZDAO-ZzwZ9Q
7020,어떻게 이 x - 와 의 묶어준다 미,1586.89,6.09,ZDAO-ZzwZ9Q
7021,나머지는 한말 와 4 그래서 이 제트,1589.92,5.37,ZDAO-ZzwZ9Q
7022,들어 올 거고 그다음에 여긴 f x,1592.98,4.77,ZDAO-ZzwZ9Q
7023,- 두개중에 하나 어땠습니까 x -,1595.29,4.91,ZDAO-ZzwZ9Q
7024,와 그대로 1 들어와 줘야겠죠 요렇게,1597.75,5.64,ZDAO-ZzwZ9Q
7025,여러분들이 내림차순 의 방법으로도 쓸,1600.2,5.29,ZDAO-ZzwZ9Q
7026,수 있다는 거예요 그래서 내 임차 슨,1603.39,5.1,ZDAO-ZzwZ9Q
7027,여러분 여러분들 굉장히 시하고 어려워,1605.49,6.11,ZDAO-ZzwZ9Q
7028,하지만 사실 알고 있으면 정말 좋은게,1608.49,6.03,ZDAO-ZzwZ9Q
7029,내가 잘 눈에 안 보이는 인 수분,1611.6,5.23,ZDAO-ZzwZ9Q
7030,의식을 아함 오케 모르겠다 그럼 일단,1614.52,4.04,ZDAO-ZzwZ9Q
7031,내림차순으로 해보자 하면서,1616.83,4.08,ZDAO-ZzwZ9Q
7032,내림차순으로 하면 풀리는 문제가,1618.56,4.75,ZDAO-ZzwZ9Q
7033,굉장히 많거든요 어 그래서 이,1620.91,5.13,ZDAO-ZzwZ9Q
7034,내림차순 의 방울 꼭 알아주셨으면,1623.31,4.08,ZDAO-ZzwZ9Q
7035,좋겠어요,1626.04,4.11,ZDAO-ZzwZ9Q
7036,그래야 고등학교 가서는 정말 내림차순,1627.39,4.38,ZDAO-ZzwZ9Q
7037,에 대해서 조금 더 복잡해져 도 이,1630.15,3.48,ZDAO-ZzwZ9Q
7038,기본 틀을 가지고 있기 때문에,1631.77,4.59,ZDAO-ZzwZ9Q
7039,여러분들이 쉽게 푸실 수 있을까요,1633.63,4.86,ZDAO-ZzwZ9Q
7040,듣나 여러분 자 그러면 뒤에,1636.36,3.93,ZDAO-ZzwZ9Q
7041,마지막으로 하나만 더 보고 오늘,1638.49,3.15,ZDAO-ZzwZ9Q
7042,마무리 할게요,1640.29,3.72,ZDAO-ZzwZ9Q
7043,자 그럼 오늘은 마지막에 여러분 얘는,1641.64,4.65,ZDAO-ZzwZ9Q
7044,이제 따른 명의 아니고 우리가 방금,1644.01,5.82,ZDAO-ZzwZ9Q
7045,배운 이임수 분해를 이용해서 숫자도,1646.29,6.75,ZDAO-ZzwZ9Q
7046,적용을 해 볼 수가 있다라는 거죠,1649.83,4.59,ZDAO-ZzwZ9Q
7047,자 그럼 한번 볼게요,1653.04,4.26,ZDAO-ZzwZ9Q
7048,우리가 제일 계산을 할 건데 가만,1654.42,6.18,ZDAO-ZzwZ9Q
7049,보세요 여러분 총 이렇게 이렇게 두개,1657.3,5.58,ZDAO-ZzwZ9Q
7050,2항 으로 이루어져 있는 거 알 수가,1660.6,4.83,ZDAO-ZzwZ9Q
7051,있죠 물로 따로따로 순서대로 계산을,1662.88,4.62,ZDAO-ZzwZ9Q
7052,해 줘도 되지만 훨씬 더 간단하게,1665.43,4.02,ZDAO-ZzwZ9Q
7053,이제 계산을 할 수 있다는 거죠,1667.5,4.98,ZDAO-ZzwZ9Q
7054,왜냐하면 지금 두 번째 두 번째 가,1669.45,5.55,ZDAO-ZzwZ9Q
7055,아니고 아 두 개의 향 중에 공통으로,1672.48,5.16,ZDAO-ZzwZ9Q
7056,누가 있으니까 17일 있으니까 17일,1675.0,4.08,ZDAO-ZzwZ9Q
7057,뽑을 수가 있다는 거야 그 다음,1677.64,3.3,ZDAO-ZzwZ9Q
7058,나머지는 한과를 안에 들어오면 되겠죠,1679.08,5.58,ZDAO-ZzwZ9Q
7059,그래서 58 그다음 다시 b 이렇게,1680.94,6.66,ZDAO-ZzwZ9Q
7060,들어와 주면 여기지 끔 안에 있는,1684.66,4.86,ZDAO-ZzwZ9Q
7061,애가 얼마나 계산이 되기 때문에,1687.6,4.41,ZDAO-ZzwZ9Q
7062,100으로 계산이 되기 때문에 7,1689.52,5.07,ZDAO-ZzwZ9Q
7063,곱하기 백해 서천 집에 개나 라고,1692.01,4.59,ZDAO-ZzwZ9Q
7064,아주 쉽고 빠르게 나올 수 있기,1694.59,4.14,ZDAO-ZzwZ9Q
7065,때문에 이렇게 우리가 숫자의 도,1696.6,4.73,ZDAO-ZzwZ9Q
7066,적용을 해서 훨씬 더 빠르고 정확하게,1698.73,6.0,ZDAO-ZzwZ9Q
7067,계산을 한 나라는 거죠 자금 두번째,1701.33,4.27,ZDAO-ZzwZ9Q
7068,볼게요,1704.73,5.22,ZDAO-ZzwZ9Q
7069,얘는 여러 부 가만 보니까 총 1 2,1705.6,7.32,ZDAO-ZzwZ9Q
7070,3 개 요 이렇게 17 17 첩,1709.95,6.12,ZDAO-ZzwZ9Q
7071,느끼지는 않지만 자 그러면 여러분,1712.92,5.58,ZDAO-ZzwZ9Q
7072,얘를 한번 치 하늘에서 한번 볼게요,1716.07,5.01,ZDAO-ZzwZ9Q
7073,예 195 를,1718.5,5.37,ZDAO-ZzwZ9Q
7074,a 를 치환 해 보고 그 다음에 뒤에,1721.08,5.73,ZDAO-ZzwZ9Q
7075,노 를 b 로 한번 생 취한 해서,1723.87,5.4,ZDAO-ZzwZ9Q
7076,다시 써볼게 여러분 그 다음에는 a,1726.81,7.77,ZDAO-ZzwZ9Q
7077,제곱 그 다음에 c 베이 그 다음에,1729.27,7.44,ZDAO-ZzwZ9Q
7078,b 제곱 이렇게 보이지 여러분 그어서,1734.58,4.28,ZDAO-ZzwZ9Q
7079,이렇게 봐도 잘 모르겠는데요 왜,1736.71,5.13,ZDAO-ZzwZ9Q
7080,모르겠냐 여러분 지금 2실 그대로,1738.86,5.56,ZDAO-ZzwZ9Q
7081,써서 그런데 10 로 곱하기 고 해요,1741.84,5.43,ZDAO-ZzwZ9Q
7082,2 곱하기 오기 때문에 여기가 10a,1744.42,5.39,ZDAO-ZzwZ9Q
7083,가 아니고,1747.27,2.54,ZDAO-ZzwZ9Q
7084,2a,1751.11,4.51,ZDAO-ZzwZ9Q
7085,필요 이렇게 정리가 될 수 있는 거죠,1752.86,7.199,ZDAO-ZzwZ9Q
7086,왜냐하면 요렇게 니까 e a p 그쵸,1755.62,6.57,ZDAO-ZzwZ9Q
7087,듯할 그럼 이제 보세요 아 그런데,1760.059,4.74,ZDAO-ZzwZ9Q
7088,그게 무슨 시 완전 7시 겠구나,1762.19,6.119,ZDAO-ZzwZ9Q
7089,이렇게 자 그러면 ab 대신에 그대로,1764.799,5.791,ZDAO-ZzwZ9Q
7090,넣어 주기만 하면 되게 작가 195,1768.309,5.551,ZDAO-ZzwZ9Q
7091,+ 오해 제곱이 겠구나 통해 는,1770.59,6.329,ZDAO-ZzwZ9Q
7092,여기서 2배 기자 이백의 제곱으로,1773.86,6.48,ZDAO-ZzwZ9Q
7093,얼마 4마리 되면 되겠구나 라고 서,1776.919,5.971,ZDAO-ZzwZ9Q
7094,요렇게 여러분들이 풀어 주실 수,1780.34,5.88,ZDAO-ZzwZ9Q
7095,있다는 거죠 돼서요 분 자 그럼 정말,1782.89,6.27,ZDAO-ZzwZ9Q
7096,정말 오늘의 마지막 볼게요 자 마지막,1786.22,4.92,ZDAO-ZzwZ9Q
7097,문제는 마지막 문제는 너무 쉽다,1789.16,5.009,ZDAO-ZzwZ9Q
7098,자바로 뭐가 뭐야 제 곰 마 제곱으로,1791.14,6.3,ZDAO-ZzwZ9Q
7099,합 차 공식이 보이자 자 그럼 야,1794.169,5.491,ZDAO-ZzwZ9Q
7100,얘는 100 + 99,1797.44,4.38,ZDAO-ZzwZ9Q
7101,그 다음에 100 - 99 이렇게,1799.66,5.149,ZDAO-ZzwZ9Q
7102,쓴다면 보세요 여러분 얘는 199 줘,1801.82,6.03,ZDAO-ZzwZ9Q
7103,그럼 얘는 일입니까 199 곱하기,1804.809,4.87,ZDAO-ZzwZ9Q
7104,이라니까 바로 그대로 얼마,1807.85,4.62,ZDAO-ZzwZ9Q
7105,199 로 들어와 주면 되겠구나 라고,1809.679,5.641,ZDAO-ZzwZ9Q
7106,여러분들이 이렇게 쓸 수가 있어요,1812.47,5.04,ZDAO-ZzwZ9Q
7107,그래서 우리가 이렇게 인수 분 의,1815.32,5.13,ZDAO-ZzwZ9Q
7108,공식을 수에도 활용을 했다는 거,1817.51,5.94,ZDAO-ZzwZ9Q
7109,하면서 오늘 마무리 짓도록 할껀데요,1820.45,5.34,ZDAO-ZzwZ9Q
7110,어떠세요 여러 부 여기까지가 이제,1823.45,5.7,ZDAO-ZzwZ9Q
7111,인수 분의 끝이에요 그래서 조금,1825.79,6.15,ZDAO-ZzwZ9Q
7112,오늘은 복잡해진 식으로 여러분들이,1829.15,4.44,ZDAO-ZzwZ9Q
7113,조금 어려워 졌을 텐데,1831.94,4.41,ZDAO-ZzwZ9Q
7114,이것 여러분 꼭 복스 파시고 이 문제,1833.59,4.62,ZDAO-ZzwZ9Q
7115,유형을 많이 풀어보면 정말 많이,1836.35,4.199,ZDAO-ZzwZ9Q
7116,들거든요 그래서 음 이 강의,1838.21,5.28,ZDAO-ZzwZ9Q
7117,여러분들에게 마음이 는 도움이,1840.549,5.581,ZDAO-ZzwZ9Q
7118,되셨으면 좋겠고 마지막이라 계속 말이,1843.49,3.96,ZDAO-ZzwZ9Q
7119,꼬인 이에요,1846.13,3.69,ZDAO-ZzwZ9Q
7120,좋아요와 구독 또 부탁드릴께요 여러분,1847.45,4.859,ZDAO-ZzwZ9Q
7121,잠깐만 저희도 다음 시간에 새로운,1849.82,4.68,ZDAO-ZzwZ9Q
7122,강의로 만나도록 하겠습니다 여러분,1852.309,4.531,ZDAO-ZzwZ9Q
7123,오늘 너무너무 수고하셨어요 빨 과,1854.5,5.09,ZDAO-ZzwZ9Q
7124,아이팟용,1856.84,2.75,ZDAO-ZzwZ9Q
7125,opera,1.22,3.0,2YiZrIJzUsk
7126,2 2 2 2 2 2,4.77,8.81,2YiZrIJzUsk
7127,예 ye 오 o,9.48,4.1,2YiZrIJzUsk
7128,[음악],16.059,4.29,2YiZrIJzUsk
7129,수학의 다합 차에 곱을 이용한 인수 분해 파트 투 입니다,21.81,7.799,2YiZrIJzUsk
7130,자 여러분들께서 아마 시중에 문제 집들을 보시면요,26.52,6.33,2YiZrIJzUsk
7131,이인수 분해를 쪽 공부할 거야 그래서 여러분들이 문제집에서 인수 분의 마,29.609,7.111,2YiZrIJzUsk
7132,풀고 공부했어요 그리고 나면 뒤쪽에 문제들이 몇 페이지가 나오고,32.85,8.55,2YiZrIJzUsk
7133,뭐 단원 종합문제 라던가 이런 이름이 붙어서 최종적으로 정리하는 파트,36.72,5.7,2YiZrIJzUsk
7134,있죠,41.4,6.089,2YiZrIJzUsk
7135,문제 1 이상 10개 쭉 붙어 있는 거기에서 고난도 이렇게 들어있는거 암,42.42,6.81,2YiZrIJzUsk
7136,앞으로 본 적이 있을 겁니다,47.489,6.691,2YiZrIJzUsk
7137,그런 고난도 파트에 1 3 들어 있는 문제예요,49.23,8.069,2YiZrIJzUsk
7138,항상 들어 있다는 게 뭐 시험에서 당연히 잘 나온다는 얘기에요,54.18,7.439,2YiZrIJzUsk
7139,자 이 문제 한번 같이 보도록 하겠습니다 인수분해 공식을 이용하여 다음,57.299,6.121,2YiZrIJzUsk
7140,을 계산하여 라고 이렇고,61.619,6.481,2YiZrIJzUsk
7141,뭐 1 - 2 해제 부분에 1 곱하기 해서 쭉 해서 1 - 30 의 제곱,63.42,5.76,2YiZrIJzUsk
7142,분의 1까지,68.1,5.519,2YiZrIJzUsk
7143,여러분들이 이제 중 3 쯤 되서 이 강의를 듣고 있다면 늦게 왔어요,69.18,8.13,2YiZrIJzUsk
7144,설마 이걸 30개 직접 하는 걸 아닐 거야 되죠 정확히 얘기하면 29개,73.619,8.761,2YiZrIJzUsk
7145,적 직접 하는걸 아닐꺼라 아니에요 그럼 어떻게 풀어야 할까,77.31,9.269,2YiZrIJzUsk
7146,지금 우리 제목이 인수분해 공식을 이용하여 라고 있잖아요 그럼 어떤,82.38,9.54,2YiZrIJzUsk
7147,공식을 이용할까 기본적으로 과로한 각각을 봤을 때는 항의 2개로 이루어져,86.579,7.89,2YiZrIJzUsk
7148,있어요 수가 다 2개로 이루어져 있어요,91.92,6.119,2YiZrIJzUsk
7149,그 2개로 이루어져 있는 것 중에 우리가 알고 있는 인수 불의 공식은,94.469,6.54,2YiZrIJzUsk
7150,바로 a 제곱 영입이 제고 배용태 줘,98.039,7.47,2YiZrIJzUsk
7151,그게 바로 한 번은 더 해주고 한 번은 빼준다 이렇게 인수분해 된다는,101.009,6.0,2YiZrIJzUsk
7152,결과인 거에요,105.509,4.68,2YiZrIJzUsk
7153,그렇다면 이 공식을 이용해서 이 문제를 풀어야 돼,107.009,6.24,2YiZrIJzUsk
7154,근데 잘 안보여요 매치가 안되서 여러분들이 그죠,110.189,8.341,2YiZrIJzUsk
7155,왜 매치가 안 되냐 앞으로 많은 인수 분 의 문제에서 수가 들어가 있는,113.249,9.66,2YiZrIJzUsk
7156,데에 특히 수중에 이를 경우 이를 경우는,118.53,8.969,2YiZrIJzUsk
7157,1일 1의 제곱 으로 생각하는 경우가 많습니다,122.909,8.91,2YiZrIJzUsk
7158,이를 1만 써져 있어도 기본적으로 이래 제국과 같잖아요 그죠,127.499,8.851,2YiZrIJzUsk
7159,이를 우리가 바라보는 시선이 인수분해 할 거야,131.819,10.081,2YiZrIJzUsk
7160,1 그건 이래 재 법이야 이렇게 여러분들이 포인트를 잡으면 잘 보여요,136.35,10.44,2YiZrIJzUsk
7161,한번 볼까요 어 이걸 물론 우리가 실제로 계산할 때 1 - 4분의 1에서,141.9,6.33,2YiZrIJzUsk
7162,4분의 3 쓰고 5,146.79,5.399,2YiZrIJzUsk
7163,그 다음 두 번째 거 1 - 9부 내 일이니까 9분에 8 쓰고 그 다음에,148.23,9.539,2YiZrIJzUsk
7164,1 126 불에 일이니까 16분에 15 쓰고 이렇게 해서 끝까지 갈 것은,152.189,7.621,2YiZrIJzUsk
7165,아니란 얘기 요구 100분의 뭐예요,157.769,6.271,2YiZrIJzUsk
7166,899 이거 언제 이걸 갖다가 찾아서 약 분을 합니까,159.81,8.849,2YiZrIJzUsk
7167,이렇게 푼 친구들이 나 역시 이러면 안 되는 거예요 그렇죠 그 우리가 이,164.04,8.85,2YiZrIJzUsk
7168,문제는 어떻게 접근할 거냐면 이를 갖다가 입에 제거 브로 생각해보면 자,168.659,8.101,2YiZrIJzUsk
7169,제곱 막 붙여보자 제곱 백업 제곱 이렇게 붙여 볼게요,172.89,4.98,2YiZrIJzUsk
7170,그러면,176.76,6.39,2YiZrIJzUsk
7171,내일 첫 부분을 보면 이 배재고 - 2 의 제곱 분의 1의 제곱 이라는,177.87,9.449,2YiZrIJzUsk
7172,것은 2분의 1의 제곱 이다 이렇게 바라볼 수 있겠죠,183.15,9.39,2YiZrIJzUsk
7173,이 시선이 필요하고요 우리는 그러면 두번째 꺼는 1회 - 3회 제국군의,187.319,9.06,2YiZrIJzUsk
7174,1의 제곱 이니까 3 브레인 의 제곱 이렇게 바라보는 시선이 필요하단,192.54,4.68,2YiZrIJzUsk
7175,얘기야,196.379,5.311,2YiZrIJzUsk
7176,그렇다면 이건 우리가 보여요 age - p 제곱 양 되잖아요 품 우린 뭘,197.22,6.09,2YiZrIJzUsk
7177,해야 돼 당연히 아,201.69,7.409,2YiZrIJzUsk
7178,a+ b 곱하기 a - b 지 생각할 수 있어야 되는 거예요 그럼 두번째,203.31,7.53,2YiZrIJzUsk
7179,꿈 뭐예요 이라고 3분의 2,209.099,6.091,2YiZrIJzUsk
7180,각각 을 한번 더 해 주고 한 번은 빼주고 이 생각을 할 수 있어야,210.84,5.039,2YiZrIJzUsk
7181,된다는 얘기죠,215.19,3.72,2YiZrIJzUsk
7182,하나만 더 볼까 그럼 뒤 거 안 보더라도 우리 쓸 수 있죠,215.879,6.121,2YiZrIJzUsk
7183,아 1에서 한번은 3분의 일 다하고 산물이 뺐어,218.91,6.299,2YiZrIJzUsk
7184,처음에 2분의 1 2분의 1 3분의 1 3분의 1 그러면 이제 뭐 들어갈,222.0,3.9,2YiZrIJzUsk
7185,차례에요,225.209,5.101,2YiZrIJzUsk
7186,4분의 1을 한번 더하고 4분의 1을 빽 엣지 정말 그런가요 확인 하면,225.9,6.419,2YiZrIJzUsk
7187,당연히 맞습니다 줘,230.31,5.519,2YiZrIJzUsk
7188,그리거 이제 땡 땡 땡 하고 우리가 가야 되는 거죠 그래서 마지막 뭐가,232.319,7.621,2YiZrIJzUsk
7189,될까를 생각해 보면 이 마지막을 바로 쓰면 살짝 헷갈릴 수 있으니까 바로,235.829,8.611,2YiZrIJzUsk
7190,요 앞에 거하라 정도를 생각해 본다면 1 - 29 의 제국군의 일이,239.94,6.12,2YiZrIJzUsk
7191,없겠지요 앞에 가,244.44,7.44,2YiZrIJzUsk
7192,그러면 당연히 일과 29분 의의를 한 번은 더해 줄 거고 한 번은 이래서,246.06,10.729,2YiZrIJzUsk
7193,29분에 1을 뺀다 이렇게 갈거고 이제 마지막에 뭐가 됩니까 마지막이,251.88,9.75,2YiZrIJzUsk
7194,1+3 10분의 1 곱하기 1 - 30분의 1,256.789,8.291,2YiZrIJzUsk
7195,여기까지가 준 거죠 아직은 느낌이 잘하나요,261.63,6.78,2YiZrIJzUsk
7196,아직은 느낌이 안 옵니다 심하면 됩니다,265.08,9.42,2YiZrIJzUsk
7197,계산 해 볼게요 얼마 2분의 3 두번째 건 2분의 긴 세번째 건 3 불의,268.41,8.789,2YiZrIJzUsk
7198,4 네번째 껀 3분의 2,274.5,8.13,2YiZrIJzUsk
7199,다섯번째 껀 4분의 5 그 다음은 4분의 3 쓰는 방법은 느낌 5조,277.199,9.061,2YiZrIJzUsk
7200,분모가 이 두 개 삶속의 4 2개 5 2 계육 2개 7 2개에서,282.63,4.77,2YiZrIJzUsk
7201,어디까지가 있고요,286.26,7.08,2YiZrIJzUsk
7202,30 2개 까지 갈 거예요 자 일단 요 부분까지 가 본다면 29분 의,287.4,9.81,2YiZrIJzUsk
7203,30 곱하기 29분 의 28,293.34,9.12,2YiZrIJzUsk
7204,그다음 마지막이 30분의 30일 곱하기 30분에 29 까지 갈 거다 라는,297.21,6.739,2YiZrIJzUsk
7205,이야기야,302.46,5.72,2YiZrIJzUsk
7206,이렇게 바라봤던 이 우리는 공통점을 찾을 수 있죠 바로 뭐냐면,303.949,8.551,2YiZrIJzUsk
7207,분모가 이 일대 분자가 1 크고 1 자다 부모보다,308.18,8.729,2YiZrIJzUsk
7208,분모가 3일 때 분자가 삶보다 1 크고 하라 자가 4 1대 1 크고 1,312.5,9.3,2YiZrIJzUsk
7209,자라 이게 연속해서 반복된다는 얘기에요 이런 규칙성을 이제 찾았다면 그,316.909,9.03,2YiZrIJzUsk
7210,다음은 이걸 실제 다 개선할 건 아니죠 당연히 간단하게 떨어질 거야 뭐가,321.8,8.28,2YiZrIJzUsk
7211,가능 에 약 뿐이 가능할 거에요 한번 그 약품을 바라봤던 2,325.939,8.7,2YiZrIJzUsk
7212,어 2분의 3 하고 3분의 2가 여기 보이네,330.08,9.03,2YiZrIJzUsk
7213,이렇게 일단 지울 수 있겠네 그 다음에 3분의 사하고 4분의 3이 이렇게,334.639,5.191,2YiZrIJzUsk
7214,보이네,339.11,6.029,2YiZrIJzUsk
7215,아 느낌이 어떤 수하고 두 칸 건너 뛴 수가 서로 없어요,339.83,9.179,2YiZrIJzUsk
7216,어떤 수하고 두 칸 건너 뛴 수가 서로 역시 예요,345.139,9.21,2YiZrIJzUsk
7217,이런식으로 계속 지어져 나간다면 이 수는 없어 질 게 업종이 앞의 네,349.009,9.541,2YiZrIJzUsk
7218,번째 잇는거 앞에 주 칸 떨어지는데 2분의 1이 있을 수 있었을텐데 크게,354.349,5.401,2YiZrIJzUsk
7219,없으니까,358.55,5.16,2YiZrIJzUsk
7220,이수는 살아남아 있는 상태에요 그다음 뒤쪽으로 쭉 가서 이것도 이제,359.75,6.0,2YiZrIJzUsk
7221,주위에 있는 것과 약품 됐을 테고,363.71,7.44,2YiZrIJzUsk
7222,자 29분 의 30을 이렇게 2칸 뒤에 있는 것과 약 분 이 됐을 거란,365.75,6.449,2YiZrIJzUsk
7223,얘기죠,371.15,5.85,2YiZrIJzUsk
7224,그럼 누가 랄까 이건 누가 앞에 분명히 28분에 29 가 있었을 거에요,372.199,6.69,2YiZrIJzUsk
7225,부모가 28일 개의 맞죠,377.0,6.539,2YiZrIJzUsk
7226,그래서 이렇게 지어졌을 테니 결국 분모가 30분의 32 링거 니 뒤에,378.889,10.65,2YiZrIJzUsk
7227,있는 31분에 32 없기 때문에 살아 남는다 라는 이야기입니다,383.539,10.141,2YiZrIJzUsk
7228,결국 최종적으로 남은 건 뭐냐면 제일 앞에 2분의 1 남아 있고 그,389.539,9.481,2YiZrIJzUsk
7229,다음에 쭉 약품 됐고 마지막에 30분의 31일 남기 때문에 이렇게 우리는,393.68,10.949,2YiZrIJzUsk
7230,이걸 실제로 닭에 사라는 게 아니라 정리하다보면 간단하게 나오게끔 문제가,399.02,10.919,2YiZrIJzUsk
7231,출제될 수밖에 없는 거예요 그래서 이것만 여러분들이 계산해 주면 60분에,404.629,6.21,2YiZrIJzUsk
7232,31,409.939,4.38,2YiZrIJzUsk
7233,이렇게 여러분들이 답을 구하는 형태에 문제가 되는 거고요 자 오늘의,410.839,5.161,2YiZrIJzUsk
7234,수학의 답은 뭐가 될까요,414.319,5.701,2YiZrIJzUsk
7235,아 인수 불의 형태에서 우리가 일이 자주 등장을 해요,416.0,8.639,2YiZrIJzUsk
7236,그 일은 반드시 모르 생각하자 일에 제곱으로 생각하면 완전 대 급식에 될,420.02,9.149,2YiZrIJzUsk
7237,수도 있고 아니면 제곱의 차로 바라볼 수도 있어서 여러분들께서 공식을,424.639,9.9,2YiZrIJzUsk
7238,적용시켜서 복잡한 문제에 수액의 살을 간단하게 정리할 수 있게 되는,429.169,6.271,2YiZrIJzUsk
7239,겁니다,434.539,1.381,2YiZrIJzUsk
7240,아,435.44,3.949,2YiZrIJzUsk
7241,[박수],435.92,3.469,2YiZrIJzUsk
7242,아,440.039,2.061,2YiZrIJzUsk
7243,아,446.099,2.03,2YiZrIJzUsk
7244,5,449.54,2.03,2YiZrIJzUsk
7245,[음악],0.52,8.119,tGCqt4nGPBE
7246,안녕하십니까 올인쌤입니다,5.4,4.32,tGCqt4nGPBE
7247,자,8.639,4.62,tGCqt4nGPBE
7248,드디어 대단원 1단원인 다항식에,9.72,5.28,tGCqt4nGPBE
7249,마지막,13.259,4.44,tGCqt4nGPBE
7250,코스가 남아 있어요 그 마지막 코스가,15.0,5.939,tGCqt4nGPBE
7251,인수분해라는 코스인데 이거는,17.699,6.301,tGCqt4nGPBE
7252,인수분해이 파트만 따로 공부하겠다라고,20.939,4.26,tGCqt4nGPBE
7253,해도,24.0,3.199,tGCqt4nGPBE
7254,큰 문제는 없지만,25.199,4.861,tGCqt4nGPBE
7255,곱셈공식이라는 그 파트가 완벽하게,27.199,4.9,tGCqt4nGPBE
7256,잡혀 있으면 여기는 그냥 덤이라고,30.06,4.86,tGCqt4nGPBE
7257,생각하시면 돼 자이 얘기를 듣고 어,32.099,3.48,tGCqt4nGPBE
7258,그러면,34.92,3.9,tGCqt4nGPBE
7259,곱셈공식 곱셈공식 활용을 좀 못하면이,35.579,4.98,tGCqt4nGPBE
7260,파트가 좀 어렵습니까 그럴 수도 있지,38.82,3.899,tGCqt4nGPBE
7261,왜냐하면,40.559,3.781,tGCqt4nGPBE
7262,인수분해를 배우다 보면,42.719,3.901,tGCqt4nGPBE
7263,곱셈공식의 그 개념들을 다 알고,44.34,3.899,tGCqt4nGPBE
7264,있었을 때,46.62,3.959,tGCqt4nGPBE
7265,엄청 빨리 나올 수밖에 없어,48.239,3.181,tGCqt4nGPBE
7266,그러니,50.579,4.201,tGCqt4nGPBE
7267,샘 조언을 듣고 아 나는 곱셈공식과,51.42,5.52,tGCqt4nGPBE
7268,곱셈공식 활용에 대한 공식을 아직,54.78,4.799,tGCqt4nGPBE
7269,완벽하게 외우지 않고 있다 못 외우고,56.94,4.56,tGCqt4nGPBE
7270,있다라고 하면 그거부터 좀 공부를,59.579,3.78,tGCqt4nGPBE
7271,하고 오시면 좋을 것 같아 시간이 좀,61.5,3.6,tGCqt4nGPBE
7272,부족해 그러면,63.359,3.781,tGCqt4nGPBE
7273,인수분해랑 곱셈공식이랑 같이 공부를,65.1,3.24,tGCqt4nGPBE
7274,하는 거예요 이렇게,67.14,4.68,tGCqt4nGPBE
7275,꼭 해주셔야 돼 알겠습니까 자,68.34,6.06,tGCqt4nGPBE
7276,그러면요 마지막 단원에서는 우리가,71.82,5.94,tGCqt4nGPBE
7277,배우는요 단원에서는 크게 두 개로,74.4,5.759,tGCqt4nGPBE
7278,쪼개 났으니까 두 강의를 듣고 마무리,77.76,4.679,tGCqt4nGPBE
7279,한번 해 봅시다 자가,80.159,2.881,tGCqt4nGPBE
7280,볼게요,82.439,2.041,tGCqt4nGPBE
7281,출발합니다,83.04,5.64,tGCqt4nGPBE
7282,[음악],84.48,5.4,tGCqt4nGPBE
7283,자,88.68,3.06,tGCqt4nGPBE
7284,인수분해입니다 인수분해,89.88,4.379,tGCqt4nGPBE
7285,인수분해 아 여기 손가락 끝에 여기,91.74,3.54,tGCqt4nGPBE
7286,분필을 이렇게,94.259,2.281,tGCqt4nGPBE
7287,밴드 붙여 놓을까,95.28,3.24,tGCqt4nGPBE
7288,그러면 이렇게 쭉 당겨 가지고 이렇게,96.54,4.86,tGCqt4nGPBE
7289,쓰면 좋은데 그치 자 볼게요,98.52,3.739,tGCqt4nGPBE
7290,읽어볼게,101.4,4.32,tGCqt4nGPBE
7291,하나의 다항식을 자 여기 잘 봐 두,102.259,6.04,tGCqt4nGPBE
7292,개 이상의 다항식이 곱으로 나타내는,105.72,4.98,tGCqt4nGPBE
