,text,start,duration,video_id
255,자 그랬더니 와 선생님 이거 인수 분의 한번 하는데 지금 4 2 번의,1124.929,7.681,6pQVhPBrfbw
256,시행착오를 겪어 든요,1130.21,7.02,6pQVhPBrfbw
257,왜 이렇게 어려운 뭔가요 이게 이런 말씀들을 하시는데 이게 이제 처음,1132.61,6.75,6pQVhPBrfbw
258,하니까 이거 4개를 다 해봤죠,1137.23,8.069,6pQVhPBrfbw
259,이걸 여러번 하다보면 요 요 마인의 - x 를 고려하면서 이 두 수를,1139.36,11.549,6pQVhPBrfbw
260,찾아냅니다 즉 1 과육은 요 어느 쪽에 - 보호가 붙는 다고 하더라도 그,1145.299,10.201,6pQVhPBrfbw
261,2를 더해서 마이너 섹스를 만들 수 없다는 걸 우리가 직감적으로 알게,1150.909,5.851,6pQVhPBrfbw
262,되는 거죠,1155.5,7.38,6pQVhPBrfbw
263,그저 그래서 그런 경우는 제외하고 2와 3으로 바로 시도를 한 게 되는,1156.76,7.23,6pQVhPBrfbw
264,겁니다,1162.88,4.409,6pQVhPBrfbw
265,그래서 연습이 중요해요 태초,1163.99,6.809,6pQVhPBrfbw
266,자 그런데 여러분들한테 한가지 팁을 알려드리면,1167.289,7.231,6pQVhPBrfbw
267,2x 는 요 굳이 쓸 필요가 없다 이겁니다,1170.799,9.091,6pQVhPBrfbw
268,어차피 우리는 개수 들만 가지고 놀 거기 때문에 2x 를 생각해요,1174.52,9.09,6pQVhPBrfbw
269,이 무슨 뜻이냐면 2x 는 원래는 1 곱하기 x 잖아요,1179.89,8.43,6pQVhPBrfbw
270,이것도 1 곱하기 했으니까 x 는 쓰지 않고 개수 들만 이렇게 쓰는,1183.61,5.819,6pQVhPBrfbw
271,겁니다,1188.32,5.219,6pQVhPBrfbw
272,그럼 이 것 이것들을 이렇게 크로스로 고 패도 x 가 안 나오겠죠,1189.429,9.841,6pQVhPBrfbw
273,그래서 요거 두개 더해서 x 항의가 예수 란 똑같은 지만 확인을 하는,1193.539,7.611,6pQVhPBrfbw
274,거예요,1199.27,7.13,6pQVhPBrfbw
275,그래서 굳이 x 를 쓰지 않고 우리는 이 개수 들만 가지고 계산을 해서,1201.15,10.83,6pQVhPBrfbw
276,요 둘의 합이 액상의 계수가 나오는지 고걸 확인은 이렇게 간단한 방법을,1206.4,8.07,6pQVhPBrfbw
277,사용하기도 합니다,1211.98,8.669,6pQVhPBrfbw
278,된 날 오케이 자 그러면 이걸 이용해서 조금 더 복잡한 인수 분해를 해,1214.47,11.01,6pQVhPBrfbw
279,보도록 하겠습니다 자 우리 곱셈 공식 중에 뭐가 있었냐 하면 이런 게,1220.649,5.341,6pQVhPBrfbw
280,있었어요,1225.48,6.9,6pQVhPBrfbw
281,니 거꾸로 써볼까요 ax 플라스 p 의 그 다음에 씨 x 플러스 뒤 씨가,1225.99,7.35,6pQVhPBrfbw
282,어디로 갔죠,1232.38,5.7,6pQVhPBrfbw
283,4 씨 x 플러스 t 예 를 곱하면 뭐가 되느냐,1233.34,11.64,6pQVhPBrfbw
284,이거 뭐 됐었죠 a 씨 x 제고 플러스 ad 플라스 b 씨의 x 그,1238.08,8.88,6pQVhPBrfbw
285,다음에 플라스 bd 가 된다,1244.98,7.23,6pQVhPBrfbw
286,이런게 있었습니다 금 예 좌 병과 우변 을 바꿔 썼으니까 얘는 이제부터,1246.96,7.65,6pQVhPBrfbw
287,인수분해 공식의 되어,1252.21,7.11,6pQVhPBrfbw
288,근데 이게 공식을 이용하면 쉽게 풀 수 있을것 같지만 사실 이런게,1254.61,9.84,6pQVhPBrfbw
289,어렵습니다 그래서 이것도 어떻게 하냐면 자의 예제를 하나 제가 만들어,1259.32,10.02,6pQVhPBrfbw
290,볼게요 6 액 쎄고 - ox - 6을 인수분해 해라 이런 문제가 있다고,1264.45,8.88,6pQVhPBrfbw
291,합시다 그러면 접근방법이 똑같아요,1269.34,9.51,6pQVhPBrfbw
292,그쵸 요 또 쓰는겁니다 요기다 세로로 세로로 쓰는데 자 았다,1273.33,10.199,6pQVhPBrfbw
293,x 는 쓰지 않고 개수 2 만 쓴다 그랬으니까 영이 육을 만들 수 있는,1278.85,5.64,6pQVhPBrfbw
294,방법,1283.529,3.99,6pQVhPBrfbw
295,고 경우를 우리가 쓰게 된거죠,1284.49,7.08,6pQVhPBrfbw
296,그래서 예를 들면 1과 6이 라고 쓰는 거예요 여기도 1과 6이 라고,1287.519,4.861,6pQVhPBrfbw
297,쓰는 겁니다,1291.57,5.19,6pQVhPBrfbw
298,그 다음에 어떻게 곱한다 고요 크로스로 고팠는데 자 여기는 - 6,1292.38,5.49,6pQVhPBrfbw
299,이었으니까,1296.76,5.43,6pQVhPBrfbw
300,요 두개 중에 하나는 음수가 돼야 됩니다 그래서 혹시 이렇게 붙일까,1297.87,8.61,6pQVhPBrfbw
301,이런 생각을 해보면 아크로스 곱하면 어떻게 되죠 크로스로 곱하면 여기는,1302.19,8.67,6pQVhPBrfbw
302,유기 고 여기는 - 수 있게요 자 더해서 x 의 계수가 나오는지 확인,1306.48,5.22,6pQVhPBrfbw
303,하세요,1310.86,6.9,6pQVhPBrfbw
304,아니죠 이거 아니라는 뜻입니다 그렇죠 그래서 이거를 시도를 해 보다 보면,1311.7,11.49,6pQVhPBrfbw
305,어 이 이쪽에 나오는 두 개의 수를 더해서 - 5 를 만들려면 이건,1317.76,10.289,6pQVhPBrfbw
306,어떻게 해야될까 이거를 여러번 하다보면 요 감히 싸 옵니다 얘는 2 3,1323.19,5.699,6pQVhPBrfbw
307,이구요,1328.049,6.441,6pQVhPBrfbw
308,그럼 여기는 3의 가 돼야 돼요 그 정 그러면 어떻게 되냐면 여기다가,1328.889,7.321,6pQVhPBrfbw
309,요걸 만들어 갑니다,1334.49,5.35,6pQVhPBrfbw
310,9화 5 이럴까 9화 4 이렇게 만든 거예요,1336.21,10.02,6pQVhPBrfbw
311,지금은 부은 지금 고려를 안 한 상태에요 근데 5 9화 사가 있으면,1339.84,12.27,6pQVhPBrfbw
312,어쨌든 5 를 만들어 내는게 가능 하겠구나 왜냐하면 그거 - 면 되니까,1346.23,10.26,6pQVhPBrfbw
313,잠깐만요 5 를 만들어 내는게 아니라 - 5 를 만들어야 되죠 그러면,1352.11,8.46,6pQVhPBrfbw
314,9화 4 가 있으면 - 5 를 만들어낼 수 있겠구나,1356.49,10.37,6pQVhPBrfbw
315,왜 여기가 - 면 되니까 그러면 여기 - 로 바꿔주시면 되는 겁니다,1360.57,11.989,6pQVhPBrfbw
316,됐죠 그럼 얘는 어떻게 쓸 수가 있느냐 자의 와 - 3 은요 e 는 원래,1366.86,11.34,6pQVhPBrfbw
317,x 가 옆에 있는건데 x 쓰기 귀찮아서 x 의 게 수만 쓴 거에요 그래서,1372.559,7.951,6pQVhPBrfbw
318,2x 로 써 주시면 되고요,1378.2,5.4,6pQVhPBrfbw
319,- 3 은 그냥 - 3 이렇게 써 주시면 됩니다,1380.51,6.15,6pQVhPBrfbw
320,됐죠 그 다음에 이 쪽은 당연히 뭐가 되겠어,1383.6,6.75,6pQVhPBrfbw
321,3 엑스트라 스 이렇게 된겁니다,1386.66,9.36,6pQVhPBrfbw
322,그래서 얘는 인수 분해를 하면 ex - 3 그 다음에 3 x 플러스,1390.35,6.99,6pQVhPBrfbw
323,이렇게 되요,1396.02,7.77,6pQVhPBrfbw
324,그래서 전개해 보면 6 x 제곱 플러스 4x 의 - 9 x 니까 - ox,1397.34,10.2,6pQVhPBrfbw
325,그럼 - 6 이렇게 된겁니다 태초,1403.79,8.7,6pQVhPBrfbw
326,작은 뜰이 이제 제가 이렇게 인수분해 를 하면 에 선생님 선생님 어 어,1407.54,9.66,6pQVhPBrfbw
327,이거 두 가지 여기도 두 가지 네가지 해서 지금 시도해볼 경우의 수가 몇,1412.49,6.54,6pQVhPBrfbw
328,가지 인데 이걸 금방 이렇게 찾아 냅니까,1417.2,6.78,6pQVhPBrfbw
329,이렇게 말씀들을 하시는데 하다보면 요 금방 찾았어요,1419.03,8.67,6pQVhPBrfbw
330,저는 여러번 해봤거든요 그 여러분 보다 빠른 것 뿐입니다,1423.98,8.04,6pQVhPBrfbw
331,그거 여러분들도 연습을 여러번 하시다 보면 저보다 더 빠르게 인수분해,1427.7,6.719,6pQVhPBrfbw
332,하실 수 있어 있어요 알겠죠,1432.02,5.61,6pQVhPBrfbw
333,자 그러면 문제 하나 드릴게요,1434.419,9.211,6pQVhPBrfbw
334,얘는 어떻게 하면 될까요 15 x 채고 그 다음에 플러스 8 x y,1437.63,9.24,6pQVhPBrfbw
335,그 다음에 - 12 에 와 이제 곧,1443.63,6.419,6pQVhPBrfbw
336,얘는 인수분해 를 어떻게 하면 될까 생각하시면 됩니다,1446.87,8.73,6pQVhPBrfbw
337,자 첫째 문자들은 고려 하지 않으셨어요 우린 계수 들만 갖고 놀면 됩니다,1450.049,12.031,6pQVhPBrfbw
338,그러면 15 는요 3 곱하기 5 가 아닐까 이런 생각을 하시면 되고요,1455.6,11.52,6pQVhPBrfbw
339,12 는요 아 이건 3 4 도 있고 6 이도 있는데 우린 지금 팔을,1462.08,7.09,6pQVhPBrfbw
340,만들어 내야 돼요 8,1467.12,6.16,6pQVhPBrfbw
341,그저 그러면 이 어떻게 될까 유끼 아,1469.17,9.06,6pQVhPBrfbw
342,이쪽에 6 이고 이쪽이 이면 크로스로 곱해 쓸 때 뭐가 나옵니까,1473.28,9.75,6pQVhPBrfbw
343,크로스 곱하면 여기는 12 고 여기는 18일 나오죠,1478.23,8.4,6pQVhPBrfbw
344,그러면 어느 쪽에 - 가 붙으면 이쪽에 - 가 붙으면 이 2를 더해서,1483.03,5.73,6pQVhPBrfbw
345,팔을 만들어 낼 수 있다,1486.63,8.55,6pQVhPBrfbw
346,딱 생각할 수 있습니다 되죠 그래서 여기 - 가 붙는 거에요 그러면,1488.76,10.77,6pQVhPBrfbw
347,어떻게 쓰면 되냐면 2 3은 요 3이 아니라 원래는 x 2개 가 여기,1495.18,6.27,6pQVhPBrfbw
348,있었다고 보셔야 됩니다,1499.53,5.91,6pQVhPBrfbw
349,그저 이쪽은 - 2 가 아니라 y 가 여기 1,1501.45,8.34,6pQVhPBrfbw
350,여기 하나 있다고 보셔야 되요 그러면 이쪽은 - 10 x y 가 되는,1505.44,6.78,6pQVhPBrfbw
351,거고 여기는 18 x y 가 되는 겁니다,1509.79,9.39,6pQVhPBrfbw
352,따라서 쓸 때에는 3 x - 2y 곱하기 ox 플러스 6화 이렇게 쓰셔야,1512.22,7.29,6pQVhPBrfbw
353,되요,1519.18,4.89,6pQVhPBrfbw
354,따라서 예를 인수 불의 하면 3 x - 2y,1519.51,8.7,6pQVhPBrfbw
355,그 다음에 곱하기 o 엑스트라 스 6 파이로 인수분해 가 됩니다,1524.07,8.67,6pQVhPBrfbw
356,그래서 15에 쎄고 플러스 18 x y,1528.21,9.0,6pQVhPBrfbw
357,그 다음에 - 얼마가 된거죠 10 x y 니까 8 x y 가 되고요,1532.74,8.25,6pQVhPBrfbw
358,이렇게 파면 - 12 y 제곱 되는 걸 알 수가 있습니다,1537.21,9.3,6pQVhPBrfbw
359,특히 초 얘기 되게 쉬워 보이지만 사실은 여러 번의 시행착오를 거쳐서,1540.99,10.86,6pQVhPBrfbw
360,이렇게 만들어지는 거예요 그 시행착오를 줄일 수 있는 방법은 연습 밖에,1546.51,6.3,6pQVhPBrfbw
361,없습니다,1551.85,6.18,6pQVhPBrfbw
362,했죠 여러분들 될 수 있으면 많은 문제를 풀어보면서 인수 분해 를 좀 더,1552.81,9.36,6pQVhPBrfbw
363,빠르게 할 수 있도록 훈련을 시켜야 됩니다 자기 자신의,1558.03,8.69,6pQVhPBrfbw
364,알겠습니까 자 이번 시간에 인수 분 의 첫 번째 시간 이었구요 가장,1562.17,9.45,6pQVhPBrfbw
365,기본적인 인수 분 의 공식 뜰에 대해서 잠깐 잠깐씩 살펴봤습니다 이,1566.72,10.33,6pQVhPBrfbw
366,중요합니다 인수분해 정말 중요합니다 앞으로 계속 사용할 거에요 그러니까,1571.62,8.58,6pQVhPBrfbw
367,그냥 잘 이해가 안 가지만 넘어가자,1577.05,7.5,6pQVhPBrfbw
368,이렇게 생각하지 마시고 이해도 하셔야 되고 연습도 무지 하게 하셔야,1580.2,5.1,6pQVhPBrfbw
369,됩니다,1584.55,3.08,6pQVhPBrfbw
370,알겠죠,1585.3,2.33,6pQVhPBrfbw
